acquisition,configuration,fppi_budget,n_seeds,recall_mean,recall_sd
mterie,historical_fam,0.010232929922807542,5,0.1309604519774011,0.012393373634527697
mterie,historical_fam,0.010471285480508996,5,0.1309604519774011,0.012393373634527697
mterie,historical_fam,0.010715193052376065,5,0.1309604519774011,0.012393373634527697
mterie,historical_fam,0.01096478196143185,5,0.1309604519774011,0.012393373634527697
mterie,historical_fam,0.011220184543019636,5,0.1309604519774011,0.012393373634527697
mterie,historical_fam,0.01148153621496883,5,0.13401129943502826,0.010489320980858172
mterie,historical_fam,0.011748975549395297,5,0.13401129943502826,0.010489320980858172
mterie,historical_fam,0.012022644346174132,5,0.13401129943502826,0.010489320980858172
mterie,historical_fam,0.012302687708123818,5,0.13401129943502826,0.010489320980858172
mterie,historical_fam,0.012589254117941675,5,0.13401129943502826,0.010489320980858172
mterie,historical_fam,0.012882495516931342,5,0.13864406779661018,0.010475618400245731
mterie,historical_fam,0.013182567385564075,5,0.13864406779661018,0.010475618400245731
mterie,historical_fam,0.013489628825916533,5,0.13864406779661018,0.010475618400245731
mterie,historical_fam,0.013803842646028852,5,0.13864406779661018,0.010475618400245731
mterie,historical_fam,0.01412537544622754,5,0.14056497175141242,0.011421655385831297
mterie,historical_fam,0.014454397707459272,5,0.14056497175141242,0.011421655385831297
mterie,historical_fam,0.014791083881682071,5,0.14056497175141242,0.011421655385831297
mterie,historical_fam,0.01513561248436208,5,0.14056497175141242,0.011421655385831297
mterie,historical_fam,0.01548816618912481,5,0.14056497175141242,0.011421655385831297
mterie,historical_fam,0.015848931924611134,5,0.14067796610169492,0.011271151041389827
mterie,historical_fam,0.0162181009735893,5,0.14067796610169492,0.011271151041389827
mterie,historical_fam,0.016595869074375606,5,0.14067796610169492,0.011271151041389827
mterie,historical_fam,0.016982436524617443,5,0.14305084745762714,0.0123740422023349
mterie,historical_fam,0.017378008287493755,5,0.14305084745762714,0.0123740422023349
mterie,historical_fam,0.01778279410038923,5,0.14305084745762714,0.0123740422023349
mterie,historical_fam,0.018197008586099836,5,0.14305084745762714,0.0123740422023349
mterie,historical_fam,0.018620871366628676,5,0.1448587570621469,0.013217199878416056
mterie,historical_fam,0.019054607179632473,5,0.1448587570621469,0.013217199878416056
mterie,historical_fam,0.019498445997580455,5,0.1448587570621469,0.013217199878416056
mterie,historical_fam,0.0199526231496888,5,0.14666666666666667,0.015131331607230942
mterie,historical_fam,0.020417379446695295,5,0.14666666666666667,0.015131331607230942
mterie,historical_fam,0.020892961308540396,5,0.14666666666666667,0.015131331607230942
mterie,historical_fam,0.021379620895022326,5,0.14858757062146893,0.0160047632477009
mterie,historical_fam,0.02187761623949553,5,0.14858757062146893,0.0160047632477009
mterie,historical_fam,0.0223872113856834,5,0.14858757062146893,0.0160047632477009
mterie,historical_fam,0.022908676527677724,5,0.1503954802259887,0.01583131094801661
mterie,historical_fam,0.023442288153199226,5,0.1503954802259887,0.01583131094801661
mterie,historical_fam,0.023988329190194897,5,0.1503954802259887,0.01583131094801661
mterie,historical_fam,0.02454708915685031,5,0.15209039548022601,0.015203934637430368
mterie,historical_fam,0.025118864315095794,5,0.15209039548022601,0.015203934637430368
mterie,historical_fam,0.025703957827688646,5,0.15581920903954805,0.018239052274324888
mterie,historical_fam,0.026302679918953815,5,0.15581920903954805,0.018239052274324888
mterie,historical_fam,0.026915348039269153,5,0.15649717514124295,0.019008591911029063
mterie,historical_fam,0.02754228703338166,5,0.15649717514124295,0.019008591911029063
mterie,historical_fam,0.028183829312644536,5,0.15649717514124295,0.019008591911029063
mterie,historical_fam,0.028840315031266057,5,0.15774011299435028,0.01950339440481356
